"","SYMBOL","GENEID"
"1455","RFTN1","ENSG00000131378"
"1456","DENND2A","ENSG00000146966"
"1457","CRISPLD2","ENSG00000103196"
"1458","GPR176","ENSG00000166073"
"1459","MRGPRX4","ENSG00000179817"
"1460","HEG1","ENSG00000173706"
"1461","NMUR1","ENSG00000171596"
"1462","RIMBP2","ENSG00000060709"
"1463","GZMM","ENSG00000197540"
"1464","GBP1","ENSG00000117228"
"1465","CREB5","ENSG00000146592"
"1466","C17orf97","ENSG00000187624"
"1467","SIPA1L2","ENSG00000116991"
"1468","FFAR2","ENSG00000126262"
"1469","WNT10B","ENSG00000169884"
"1470","TTC39B","ENSG00000155158"
"1471","PRKACB","ENSG00000142875"
"1472","FAM198B","ENSG00000164125"
"1473","TRPC5OS","ENSG00000204025"
"1474","AIF1","ENSG00000204472"
"1475","KIAA1671","ENSG00000197077"
"1476","TLE1","ENSG00000196781"
"1477","FAM222A","ENSG00000139438"
"1478","FRMPD1","ENSG00000070601"
"1479","PALLD","ENSG00000129116"
"1480","LANCL3","ENSG00000147036"
"1481","PCDHB15","ENSG00000113248"
"1482","FAM105A","ENSG00000145569"
"1483","SLC24A5","ENSG00000188467"
"1484","RHOV","ENSG00000104140"
"1485","ZNF385A","ENSG00000161642"
"1486","NIPAL4","ENSG00000172548"
"1487","KCNK5","ENSG00000164626"
"1488","NKX3-1","ENSG00000167034"
"1489","PGAP1","ENSG00000197121"
"1490","LIX1","ENSG00000145721"
"1491","ANKRD33B","ENSG00000164236"
"1492","MPEG1","ENSG00000197629"
"1493","IFI27","ENSG00000165949"
"1494","KAZN","ENSG00000189337"
"1495","PLXNB1","ENSG00000164050"
"1496","CHST3","ENSG00000122863"
"1497","MGST2","ENSG00000085871"
"1498","CFH","ENSG00000000971"
"1499","PTCRA","ENSG00000171611"
"1500","ZNF703","ENSG00000183779"
"1501","CCDC184","ENSG00000177875"
"1502","C10orf67","ENSG00000179133"
"1503","EHF","ENSG00000135373"
"1504","HIST1H2AI","ENSG00000196747"
"1505","ZCCHC12","ENSG00000174460"
"1506","SOAT2","ENSG00000167780"
"1507","TTLL7","ENSG00000137941"
"1508","LRP1","ENSG00000123384"
"1509","ZSCAN23","ENSG00000187987"
"1510","STARD13","ENSG00000133121"
"1511","KLRC4-KLRK1","ENSG00000255819"
"1512","LGR6","ENSG00000133067"
"1513","ALDH1A1","ENSG00000165092"
"1514","GAS8","ENSG00000141013"
"1515","SLC1A7","ENSG00000162383"
"1516","PPP2R2B","ENSG00000156475"
"1517","ABCA1","ENSG00000165029"
"1518","HSD17B14","ENSG00000087076"
"1519","RIC8B","ENSG00000111785"
"1520","OR2W3","ENSG00000238243"
"1521","SYT17","ENSG00000103528"
"1522","TREM2","ENSG00000095970"
"1523","ZNF532","ENSG00000074657"
"1524","CACNA1C","ENSG00000151067"
"1525","ASS1","ENSG00000130707"
"1526","YBX2","ENSG00000006047"
"1527","BAI2","ENSG00000121753"
"1528","RGCC","ENSG00000102760"
"1529","HSPB1","ENSG00000106211"
"1530","MS4A7","ENSG00000166927"
"1531","HAPLN3","ENSG00000140511"
"1532","LMCD1","ENSG00000071282"
"1533","CYB5R2","ENSG00000166394"
"1534","PDE7B","ENSG00000171408"
"1535","NCAM1","ENSG00000149294"
"1536","HOXA1","ENSG00000105991"
"1537","OVOL1","ENSG00000172818"
"1538","ASB2","ENSG00000100628"
"1539","MID1IP1","ENSG00000165175"
"1540","MCAM","ENSG00000076706"
"1541","USP44","ENSG00000136014"
"1542","GSTA4","ENSG00000170899"
"1543","MYC","ENSG00000136997"
"1544","DIRC3","ENSG00000231672"
"1545","CREM","ENSG00000095794"
"1546","NCR1","ENSG00000189430"
"1547","ARHGAP20","ENSG00000137727"
"1548","MARVELD1","ENSG00000155254"
"1549","GLRX","ENSG00000173221"
"1550","ZDHHC14","ENSG00000175048"
"1551","MAPK15","ENSG00000181085"
"1552","AIFM3","ENSG00000183773"
"1553","GADD45B","ENSG00000099860"
"1554","PRDX2","ENSG00000167815"
"1555","LHFPL2","ENSG00000145685"
"1556","KLHL35","ENSG00000149243"
"1557","MS4A14","ENSG00000166928"
"1558","GPR171","ENSG00000174946"
"1559","ABCA3","ENSG00000167972"
"1560","KANK1","ENSG00000107104"
"1561","OR7D2","ENSG00000188000"
"1562","DOCK6","ENSG00000130158"
"1563","NLRP14","ENSG00000158077"
"1564","TST","ENSG00000128311"
"1565","GPRC5D","ENSG00000111291"
"1566","KCNS1","ENSG00000124134"
"1567","AKR1C3","ENSG00000196139"
"1568","IL26","ENSG00000111536"
"1569","CFAP69","ENSG00000105792"
"1570","DENND5B","ENSG00000170456"
"1571","BANK1","ENSG00000153064"
"1572","ITGAX","ENSG00000140678"
"1573","PADI2","ENSG00000117115"
"1574","URAD","ENSG00000183463"
"1575","JSRP1","ENSG00000167476"
"1576","TMEM125","ENSG00000179178"
"1577","ABCC3","ENSG00000108846"
"1578","ADAP2","ENSG00000184060"
"1579","TBXA2R","ENSG00000006638"
"1580","CA2","ENSG00000104267"
"1581","ZNF467","ENSG00000181444"
"1582","CLDN3","ENSG00000165215"
"1583","DLX4","ENSG00000108813"
"1584","PID1","ENSG00000153823"
"1585","RRAGD","ENSG00000025039"
"1586","PLEKHA5","ENSG00000052126"
"1587","ANO6","ENSG00000177119"
"1588","CYB561","ENSG00000008283"
"1589","NRP2","ENSG00000118257"
"1590","MSLN","ENSG00000102854"
"1591","MCF2L2","ENSG00000053524"
"1592","PAK6","ENSG00000137843"
"1593","RRAD","ENSG00000166592"
"1594","TMPRSS3","ENSG00000160183"
"1595","PHLDA1","ENSG00000139289"
"1596","DSP","ENSG00000096696"
"1597","IFI30","ENSG00000216490"
"1598","SELE","ENSG00000007908"
"1599","SIGLEC9","ENSG00000129450"
"1600","MROH9","ENSG00000117501"
"1601","PLA2G4C","ENSG00000105499"
"1602","VSIG10L","ENSG00000186806"
"1603","FLNB","ENSG00000136068"
"1604","TMEM54","ENSG00000121900"
"1605","FZD3","ENSG00000104290"
"1606","JAM2","ENSG00000154721"
"1607","TNFRSF9","ENSG00000049249"
"1608","ARL11","ENSG00000152213"
"1609","FAM153B","ENSG00000182230"
"1610","TMC5","ENSG00000103534"
"1611","JAKMIP2","ENSG00000176049"
"1612","RASGEF1B","ENSG00000138670"
"1613","GALR2","ENSG00000182687"
"1614","PCDHGA8","ENSG00000253767"
"1615","PITPNC1","ENSG00000154217"
"1616","SCIN","ENSG00000006747"
"1617","BMP8A","ENSG00000183682"
"1618","GPR173","ENSG00000184194"
"1619","SLC16A4","ENSG00000168679"
"1620","SLC1A6","ENSG00000105143"
"1621","TMEM178A","ENSG00000152154"
"1622","FAM69B","ENSG00000165716"
"1623","SIK1","ENSG00000142178"
"1624","IRF6","ENSG00000117595"
"1625","CDH20","ENSG00000101542"
"1626","FNIP2","ENSG00000052795"
"1627","ABO","ENSG00000175164"
"1628","SEMA4A","ENSG00000196189"
"1629","XCL2","ENSG00000143185"
"1630","PLCH2","ENSG00000149527"
"1631","LGALS9C","ENSG00000171916"
"1632","MGAT4A","ENSG00000071073"
"1633","WNT16","ENSG00000002745"
"1634","CRHBP","ENSG00000145708"
"1635","SPTBN2","ENSG00000173898"
"1636","CLEC10A","ENSG00000132514"
"1637","TUBB3","ENSG00000258947"
"1638","C1orf127","ENSG00000175262"
"1639","ERC2","ENSG00000187672"
"1640","HIST1H3J","ENSG00000197153"
"1641","CDKN1A","ENSG00000124762"
"1642","TIMP2","ENSG00000035862"
"1643","TFAP2A","ENSG00000137203"
"1644","CELSR2","ENSG00000143126"
"1645","PLCXD2","ENSG00000240891"
"1646","GCAT","ENSG00000100116"
"1647","CPT1C","ENSG00000169169"
"1648","EDA","ENSG00000158813"
"1649","LAMB3","ENSG00000196878"
"1650","SDPR","ENSG00000168497"
"1651","PRR5","ENSG00000186654"
"1652","TSPAN9","ENSG00000011105"
"1653","RAMP1","ENSG00000132329"
"1654","WBP2NL","ENSG00000183066"
"1655","MESP2","ENSG00000188095"
"1656","PIP5K1B","ENSG00000107242"
"1657","CADM1","ENSG00000182985"
"1658","PCDHGA12","ENSG00000253159"
"1659","TREML2","ENSG00000112195"
"1660","FRMPD3","ENSG00000147234"
"1661","MPP1","ENSG00000130830"
"1662","AFF2","ENSG00000155966"
"1663","PLXNC1","ENSG00000136040"
"1664","BTNL2","ENSG00000204290"
"1665","TBC1D16","ENSG00000167291"
"1666","PTPLA","ENSG00000165996"
"1667","DSE","ENSG00000111817"
"1668","S1PR3","ENSG00000213694"
"1669","CDK5R1","ENSG00000176749"
"1670","SYNGR1","ENSG00000100321"
"1671","LYNX1","ENSG00000180155"
"1672","SOX4","ENSG00000124766"
"1673","FOSL1","ENSG00000175592"
"1674","LTBP1","ENSG00000049323"
"1675","TGM2","ENSG00000198959"
"1676","GAS6","ENSG00000183087"
"1677","CD1A","ENSG00000158477"
"1678","SLC37A2","ENSG00000134955"
"1679","EGR2","ENSG00000122877"
"1680","PLTP","ENSG00000100979"
"1681","NLRP6","ENSG00000174885"
"1682","PTGFRN","ENSG00000134247"
"1683","RGS18","ENSG00000150681"
"1684","LGALS1","ENSG00000100097"
"1685","SULT1A1","ENSG00000196502"
"1686","FMO2","ENSG00000094963"
"1687","TNFRSF1A","ENSG00000067182"
"1688","DNAJC6","ENSG00000116675"
"1689","TMIGD2","ENSG00000167664"
"1690","ASPH","ENSG00000198363"
"1691","CHMP4C","ENSG00000164695"
"1692","ABCA2","ENSG00000107331"
"1693","HPGD","ENSG00000164120"
"1694","CCR6","ENSG00000112486"
"1695","C17orf99","ENSG00000187997"
"1696","TMEM255B","ENSG00000184497"
"1697","DLG5","ENSG00000151208"
"1698","MYRFL","ENSG00000166268"
"1699","RTN1","ENSG00000139970"
"1700","GADD45A","ENSG00000116717"
"1701","AMBN","ENSG00000178522"
"1702","ADAP1","ENSG00000105963"
"1703","B4GALNT3","ENSG00000139044"
"1704","CUZD1","ENSG00000138161"
"1705","DISC1","ENSG00000162946"
"1706","HLA-DQB1","ENSG00000179344"
"1707","CELSR3","ENSG00000008300"
"1708","GPSM1","ENSG00000160360"
"1709","NRIP3","ENSG00000175352"
"1710","RNF157","ENSG00000141576"
"1711","NBEA","ENSG00000172915"
"1712","DPYSL2","ENSG00000092964"
"1713","OGDHL","ENSG00000197444"
"1714","SLC37A3","ENSG00000157800"
"1715","FBP1","ENSG00000165140"
"1716","MS4A4A","ENSG00000110079"
"1717","FST","ENSG00000134363"
"1718","OTOF","ENSG00000115155"
"1719","PTGDR","ENSG00000168229"
"1720","POTEG","ENSG00000222036"
"1721","MAP4K3","ENSG00000011566"
"1722","KLRB1","ENSG00000111796"
"1723","C1orf233","ENSG00000228594"
"1724","FRY","ENSG00000073910"
"1725","C3orf67","ENSG00000163689"
"1726","MPO","ENSG00000005381"
"1727","CORO6","ENSG00000167549"
"1728","FZD8","ENSG00000177283"
"1729","MAN1A1","ENSG00000111885"
"1730","EPS8L1","ENSG00000131037"
"1731","IFITM1","ENSG00000185885"
"1732","HCAR3","ENSG00000255398"
"1733","ARHGEF17","ENSG00000110237"
"1734","CXorf36","ENSG00000147113"
"1735","DAAM2","ENSG00000146122"
"1736","ANKRD65","ENSG00000235098"
"1737","EPDR1","ENSG00000086289"
"1738","MAPK8IP1","ENSG00000121653"
"1739","YPEL4","ENSG00000166793"
"1740","NFAM1","ENSG00000235568"
"1741","KLRC1","ENSG00000134545"
"1742","HIST2H2AA4","ENSG00000203812"
"1743","HIST2H3D","ENSG00000183598"
"1744","PDLIM3","ENSG00000154553"
"1745","ADD3","ENSG00000148700"
"1746","C10orf11","ENSG00000148655"
"1747","MAPK12","ENSG00000188130"
"1748","TESC","ENSG00000088992"
"1749","NLRP12","ENSG00000142405"
"1750","LYSMD1","ENSG00000163155"
"1751","CDKL5","ENSG00000008086"
"1752","MKI67","ENSG00000148773"
"1753","IFNA21","ENSG00000137080"
"1754","FAM109A","ENSG00000198324"
"1755","CDCA7","ENSG00000144354"
"1756","PSD2","ENSG00000146005"
"1757","ACVR2A","ENSG00000121989"
"1758","ITGAM","ENSG00000169896"
"1759","THNSL1","ENSG00000185875"
"1760","GABARAPL1","ENSG00000139112"
"1761","BCL6B","ENSG00000161940"
"1762","GAS2L3","ENSG00000139354"
"1763","CD244","ENSG00000122223"
"1764","OSR2","ENSG00000164920"
"1765","SLC22A7","ENSG00000137204"
"1766","MACROD2","ENSG00000172264"
"1767","KIR3DL1","ENSG00000167633"
"1768","HIST1H2BN","ENSG00000233822"
"1769","MDS2","ENSG00000197880"
"1770","DCHS1","ENSG00000166341"
"1771","KRT73","ENSG00000186049"
"1772","NR4A2","ENSG00000153234"
"1773","GCSAM","ENSG00000174500"
"1774","GPR15","ENSG00000154165"
"1775","SERINC2","ENSG00000168528"
"1776","SDC4","ENSG00000124145"
"1777","CR2","ENSG00000117322"
"1778","PCDHGA11","ENSG00000253873"
"1779","VIL1","ENSG00000127831"
"1780","HIST1H2BD","ENSG00000158373"
"1781","ZNF560","ENSG00000198028"
"1782","TDRD9","ENSG00000156414"
"1783","ZBED2","ENSG00000177494"
"1784","CAMK2N2","ENSG00000163888"
"1785","RTN4R","ENSG00000040608"
"1786","PRTFDC1","ENSG00000099256"
"1787","S1PR2","ENSG00000267534"
"1788","TMEM236","ENSG00000148483"
"1789","SEPT5","ENSG00000184702"
"1790","SYBU","ENSG00000147642"
"1791","NDUFA4L2","ENSG00000185633"
"1792","CCRL2","ENSG00000121797"
"1793","PLCD3","ENSG00000161714"
"1794","PC","ENSG00000173599"
"1795","TRIB1","ENSG00000173334"
"1796","PTCHD2","ENSG00000204624"
"1797","FRRS1","ENSG00000156869"
"1798","LAMB4","ENSG00000091128"
"1799","RPS26","ENSG00000197728"
"1800","YBX3","ENSG00000060138"
"1801","TMEM63C","ENSG00000165548"
"1802","GNB3","ENSG00000111664"
"1803","PKHD1L1","ENSG00000205038"
"1804","LHB","ENSG00000104826"
"1805","CNFN","ENSG00000105427"
"1806","FCGR1A","ENSG00000150337"
"1807","CES1","ENSG00000198848"
"1808","HEPHL1","ENSG00000181333"
"1809","MARCO","ENSG00000019169"
"1810","PIF1","ENSG00000140451"
"1811","HSD17B3","ENSG00000130948"
"1812","PYCR1","ENSG00000183010"
"1813","MEX3B","ENSG00000183496"
"1814","ANKRD62","ENSG00000181626"
"1815","ZDHHC1","ENSG00000159714"
"1816","CNTNAP1","ENSG00000108797"
"1817","EVA1B","ENSG00000142694"
"1818","CDX2","ENSG00000165556"
"1819","IFIT1","ENSG00000185745"
"1820","ERVW-1","ENSG00000242950"
"1821","E2F2","ENSG00000007968"
"1822","GAREML","ENSG00000157833"
"1823","CLEC4D","ENSG00000166527"
"1824","GRIK1","ENSG00000171189"
"1825","C1orf228","ENSG00000198520"
"1826","NOTCH4","ENSG00000204301"
"1827","CYP1B1","ENSG00000138061"
"1828","BCR","ENSG00000186716"
"1829","IGSF9","ENSG00000085552"
"1830","SYDE2","ENSG00000097096"
"1831","SEMA3F","ENSG00000001617"
"1832","ZNF629","ENSG00000102870"
"1833","GPR133","ENSG00000111452"
"1834","ANKRD9","ENSG00000156381"
"1835","PKP3","ENSG00000184363"
"1836","GCNT4","ENSG00000176928"
"1837","ADAMTSL5","ENSG00000185761"
"1838","FCRL5","ENSG00000143297"
"1839","WDR49","ENSG00000174776"
"1840","MYO1E","ENSG00000157483"
"1841","LOXL1","ENSG00000129038"
"1842","LDLRAD3","ENSG00000179241"
"1843","GGT2","ENSG00000133475"
"1844","SEMA4C","ENSG00000168758"
"1845","RIMS3","ENSG00000117016"
"1846","CD101","ENSG00000134256"
"1847","FSD1","ENSG00000105255"
"1848","DEGS2","ENSG00000168350"
"1849","ADORA2B","ENSG00000170425"
"1850","CXCR2","ENSG00000180871"
"1851","GAB4","ENSG00000215568"
"1852","CCDC42","ENSG00000161973"
"1853","C8orf46","ENSG00000169085"
"1854","VCAM1","ENSG00000162692"
"1855","IL1A","ENSG00000115008"
"1856","NINJ1","ENSG00000131669"
"1857","LRP6","ENSG00000070018"
"1858","ULBP1","ENSG00000111981"
"1859","SNX22","ENSG00000157734"
"1860","CLCNKA","ENSG00000186510"
"1861","TUBG2","ENSG00000037042"
"1862","FGD6","ENSG00000180263"
"1863","C1QA","ENSG00000173372"
"1864","SPEF2","ENSG00000152582"
"1865","GIPC3","ENSG00000179855"
"1866","CCDC173","ENSG00000154479"
"1867","ANKRD31","ENSG00000145700"
"1868","IFITM5","ENSG00000206013"
"1869","SESN3","ENSG00000149212"
"1870","TRPM5","ENSG00000070985"
"1871","SIX3","ENSG00000138083"
"1872","TAS1R1","ENSG00000173662"
"1873","SPARC","ENSG00000113140"
"1874","ABLIM2","ENSG00000163995"
"1875","CDKL4","ENSG00000205111"
"1876","TFR2","ENSG00000106327"
"1877","CHN2","ENSG00000106069"
"1878","RASGRP1","ENSG00000172575"
"1879","NHLRC1","ENSG00000187566"
"1880","C17orf51","ENSG00000212719"
"1881","OXCT2","ENSG00000198754"
"1882","PACSIN1","ENSG00000124507"
"1883","MCEMP1","ENSG00000183019"
"1884","MT1E","ENSG00000169715"
"1885","PLIN4","ENSG00000167676"
"1886","KIAA1731NL","ENSG00000178404"
"1887","KNDC1","ENSG00000171798"
"1888","LAIR2","ENSG00000167618"
"1889","RGPD5","ENSG00000015568"
"1890","NRN1","ENSG00000124785"
"1891","AFAP1","ENSG00000196526"
"1892","AMN","ENSG00000166126"
"1893","GMPR","ENSG00000137198"
"1894","WNT9B","ENSG00000158955"
"1895","UPP1","ENSG00000183696"
"1896","ADARB1","ENSG00000197381"
"1897","LY86","ENSG00000112799"
"1898","GABRA6","ENSG00000145863"
"1899","SLC25A41","ENSG00000181240"
"1900","VSTM1","ENSG00000189068"
"1901","MYH15","ENSG00000144821"
"1902","PDZK1IP1","ENSG00000162366"
"1903","RGS2","ENSG00000116741"
"1904","DENND2C","ENSG00000175984"
"1905","MAP2K6","ENSG00000108984"
"1906","VNN1","ENSG00000112299"
"1907","TRO","ENSG00000067445"
"1908","TMEM121","ENSG00000184986"
"1909","SMCO4","ENSG00000166002"
"1910","PKP4","ENSG00000144283"
"1911","TTC28","ENSG00000100154"
"1912","MMP25","ENSG00000008516"
"1913","CTSF","ENSG00000174080"
"1914","TSPO","ENSG00000100300"
"1915","CPAMD8","ENSG00000160111"
"1916","IL2RA","ENSG00000134460"
"1917","LYPD6B","ENSG00000150556"
"1918","ASMT","ENSG00000196433"
"1919","ALS2CL","ENSG00000178038"
"1920","RHOBTB2","ENSG00000008853"
"1921","TJP2","ENSG00000119139"
"1922","SAMD4A","ENSG00000020577"
"1923","GLB1L3","ENSG00000166105"
"1924","LHX3","ENSG00000107187"
"1925","DGKG","ENSG00000058866"
"1926","BCL2A1","ENSG00000140379"
"1927","FAM154B","ENSG00000188659"
"1928","INHBA","ENSG00000122641"
"1929","EIF4E3","ENSG00000163412"
"1930","SPATC1","ENSG00000186583"
"1931","SOCS1","ENSG00000185338"
"1932","EFNB2","ENSG00000125266"
"1933","ARL14EPL","ENSG00000268223"
"1934","MS4A1","ENSG00000156738"
"1935","HIST1H2BL","ENSG00000185130"
"1936","C3AR1","ENSG00000171860"
"1937","ME3","ENSG00000151376"
"1938","TBX10","ENSG00000167800"
"1939","HOXA5","ENSG00000106004"
"1940","EEPD1","ENSG00000122547"
"1941","CTGF","ENSG00000118523"
"1942","NT5DC2","ENSG00000168268"
"1943","PCDHGA2","ENSG00000081853"
"1944","DUPD1","ENSG00000188716"
"1945","PLA2G7","ENSG00000146070"
"1946","RAB11FIP5","ENSG00000135631"
"1947","THAP10","ENSG00000129028"
"1948","PLXNA4","ENSG00000221866"
"1949","CYP4F3","ENSG00000186529"
"1950","TNFRSF12A","ENSG00000006327"
"1951","GCM1","ENSG00000137270"
"1952","ANKRD50","ENSG00000151458"
"1953","CHI3L2","ENSG00000064886"
"1954","FMO3","ENSG00000007933"
"1955","CD200R1","ENSG00000163606"
"1956","CPED1","ENSG00000106034"
"1957","HEMGN","ENSG00000136929"
"1958","CXCR3","ENSG00000186810"
"1959","PLXND1","ENSG00000004399"
"1960","GGH","ENSG00000137563"
"1961","S100B","ENSG00000160307"
"1962","WNT11","ENSG00000085741"
"1963","TSPAN2","ENSG00000134198"
"1964","SMCR8","ENSG00000176994"
"1965","MUC12","ENSG00000205277"
"1966","TIGD2","ENSG00000180346"
"1967","MAP7","ENSG00000135525"
"1968","CLDN23","ENSG00000253958"
"1969","THEM5","ENSG00000196407"
"1970","PTHLH","ENSG00000087494"
"1971","GPR162","ENSG00000250510"
"1972","FAM129B","ENSG00000136830"
"1973","BDKRB1","ENSG00000100739"
"1974","ACY3","ENSG00000132744"
"1975","TRIM63","ENSG00000158022"
"1976","DST","ENSG00000151914"
"1977","CYP27A1","ENSG00000135929"
"1978","DTHD1","ENSG00000197057"
"1979","DUOXA2","ENSG00000140274"
"1980","RHOB","ENSG00000143878"
"1981","TNR","ENSG00000116147"
"1982","SSPO","ENSG00000197558"
"1983","CD1D","ENSG00000158473"
"1984","CD274","ENSG00000120217"
"1985","P4HA2","ENSG00000072682"
"1986","PRKD1","ENSG00000184304"
"1987","ENC1","ENSG00000171617"
"1988","IGFBP4","ENSG00000141753"
"1989","HIST2H2BE","ENSG00000184678"
"1990","TNFRSF8","ENSG00000120949"
"1991","NACAD","ENSG00000136274"
"1992","STEAP3","ENSG00000115107"
"1993","PAK1","ENSG00000149269"
"1994","ARNTL2","ENSG00000029153"
"1995","ZDHHC11B","ENSG00000206077"
"1996","MSX1","ENSG00000163132"
"1997","CHRNE","ENSG00000108556"
"1998","WDR87","ENSG00000171804"
"1999","SYNGR3","ENSG00000127561"
"2000","B3GNT5","ENSG00000176597"
"2001","CBR3","ENSG00000159231"
"2002","FAM81A","ENSG00000157470"
"2003","FUT10","ENSG00000172728"
"2004","ZNF697","ENSG00000143067"
"2005","SPATC1L","ENSG00000160284"
"2006","TRABD2A","ENSG00000186854"
"2007","CXCL10","ENSG00000169245"
"2008","IFIT1B","ENSG00000204010"
"2009","ST3GAL6","ENSG00000064225"
"2010","PPEF1","ENSG00000086717"
"2011","WFS1","ENSG00000109501"
"2012","UBTD1","ENSG00000165886"
"2013","AJUBA","ENSG00000129474"
"2014","MARVELD3","ENSG00000140832"
"2015","HOXA3","ENSG00000105997"
"2016","ZNF470","ENSG00000197016"
"2017","CD276","ENSG00000103855"
"2018","TMEM169","ENSG00000163449"
"2019","SSBP3","ENSG00000157216"
"2020","LILRB5","ENSG00000105609"
"2021","SERF1A","ENSG00000172058"
"2022","DDIT4","ENSG00000168209"
"2023","FUT7","ENSG00000180549"
"2024","RASGEF1A","ENSG00000198915"
"2025","MYO7A","ENSG00000137474"
"2026","GPR160","ENSG00000173890"
"2027","TUBB2A","ENSG00000137267"
"2028","CALB1","ENSG00000104327"
"2029","KIR2DL3","ENSG00000243772"
"2030","CDK20","ENSG00000156345"
"2031","ARRB1","ENSG00000137486"
"2032","NAP1L3","ENSG00000186310"
"2033","SCARB1","ENSG00000073060"
"2034","TMEM108","ENSG00000144868"
"2035","RIBC2","ENSG00000128408"
"2036","HSPH1","ENSG00000120694"
"2037","GRB14","ENSG00000115290"
"2038","ZNF223","ENSG00000178386"
"2039","NHSL2","ENSG00000204131"
"2040","CLIP2","ENSG00000106665"
"2041","VPREB3","ENSG00000128218"
"2042","CACHD1","ENSG00000158966"
"2043","NR2F6","ENSG00000160113"
"2044","LYPD3","ENSG00000124466"
"2045","NID1","ENSG00000116962"
"2046","NME8","ENSG00000086288"
"2047","IGSF9B","ENSG00000080854"
"2048","SLC25A21","ENSG00000183032"
"2049","BCL2L14","ENSG00000121380"
"2050","CACNA1E","ENSG00000198216"
"2051","MYO5C","ENSG00000128833"
"2052","PCDHGB7","ENSG00000254122"
"2053","ALPK2","ENSG00000198796"
"2054","NFIA","ENSG00000162599"
"2055","CDH13","ENSG00000140945"
"2056","CH25H","ENSG00000138135"
"2057","FYN","ENSG00000010810"
"2058","LRRC16A","ENSG00000079691"
"2059","COL8A2","ENSG00000171812"
"2060","ICAM1","ENSG00000090339"
"2061","WNT1","ENSG00000125084"
"2062","MEX3A","ENSG00000254726"
"2063","LRRIQ4","ENSG00000188306"
"2064","MBOAT2","ENSG00000143797"
"2065","CPNE5","ENSG00000124772"
"2066","CFD","ENSG00000197766"
"2067","AXL","ENSG00000167601"
"2068","MYL4","ENSG00000198336"
"2069","MLF1","ENSG00000178053"
"2070","GRIN2D","ENSG00000105464"
"2071","BOC","ENSG00000144857"
"2072","CTSE","ENSG00000196188"
"2073","MSRB2","ENSG00000148450"
"2074","C6orf10","ENSG00000204296"
"2075","RNASE2","ENSG00000169385"
"2076","METTL7B","ENSG00000170439"
"2077","SLC24A4","ENSG00000140090"
"2078","TBX15","ENSG00000092607"
"2079","IL6R","ENSG00000160712"
"2080","DAB2","ENSG00000153071"
"2081","GPR153","ENSG00000158292"
"2082","COL15A1","ENSG00000204291"
"2083","ECHDC3","ENSG00000134463"
"2084","ARRDC5","ENSG00000205784"
"2085","ZBED6","ENSG00000257315"
"2086","PECR","ENSG00000115425"
"2087","PLEKHG7","ENSG00000187510"
"2088","PCLO","ENSG00000186472"
"2089","CRYBB1","ENSG00000100122"
"2090","FSTL4","ENSG00000053108"
"2091","SOCS2","ENSG00000120833"
"2092","ZNF718","ENSG00000250312"
"2093","CATSPERB","ENSG00000133962"
"2094","EBI3","ENSG00000105246"
"2095","SLC26A7","ENSG00000147606"
"2096","TAS1R3","ENSG00000169962"
"2097","RPS6KL1","ENSG00000198208"
"2098","HNRNPLL","ENSG00000143889"
"2099","LONRF2","ENSG00000170500"
"2100","SLC38A11","ENSG00000169507"
"2101","TMEM231","ENSG00000205084"
"2102","FAM24B","ENSG00000213185"
"2103","TNFRSF4","ENSG00000186827"
"2104","DNAH10","ENSG00000197653"
"2105","ZNF503","ENSG00000165655"
"2106","B4GALT2","ENSG00000117411"
"2107","CRTAM","ENSG00000109943"
"2108","RAB13","ENSG00000143545"
"2109","CTNNAL1","ENSG00000119326"
"2110","WNT7A","ENSG00000154764"
"2111","KRTAP5-1","ENSG00000205869"
"2112","NRGN","ENSG00000154146"
"2113","CES3","ENSG00000172828"
"2114","ATRNL1","ENSG00000107518"
"2115","OBSCN","ENSG00000154358"
"2116","CBX8","ENSG00000141570"
"2117","BNC2","ENSG00000173068"
"2118","PCDHGC5","ENSG00000240764"
"2119","TLN2","ENSG00000171914"
"2120","FXYD7","ENSG00000221946"
"2121","HPSE","ENSG00000173083"
"2122","XCL1","ENSG00000143184"
"2123","GPR146","ENSG00000164849"
"2124","NPAS2","ENSG00000170485"
"2125","TCN2","ENSG00000185339"
"2126","GCOM1","ENSG00000137878"
"2127","UTS2B","ENSG00000188958"
"2128","C4orf36","ENSG00000163633"
"2129","SPINK9","ENSG00000204909"
"2130","SMOX","ENSG00000088826"
"2131","GOLGA8K","ENSG00000249931"
"2132","GALNT5","ENSG00000136542"
"2133","SERPINH1","ENSG00000149257"
"2134","ITGB2","ENSG00000160255"
"2135","MARC1","ENSG00000186205"
"2136","FNDC4","ENSG00000115226"
"2137","FGF9","ENSG00000102678"
"2138","ABCA8","ENSG00000141338"
"2139","IGLON5","ENSG00000142549"
"2140","DUSP10","ENSG00000143507"
"2141","DEFA4","ENSG00000164821"
"2142","TSGA10IP","ENSG00000175513"
"2143","MTSS1","ENSG00000170873"
"2144","CRYAA","ENSG00000160202"
"2145","RCBTB1","ENSG00000136144"
"2146","P2RX1","ENSG00000108405"
"2147","GAPT","ENSG00000175857"
"2148","SPNS3","ENSG00000182557"
"2149","RNF207","ENSG00000158286"
"2150","PLEK2","ENSG00000100558"
"2151","WBP5","ENSG00000185222"
"2152","SMO","ENSG00000128602"
"2153","BIRC7","ENSG00000101197"
