"","SYMBOL","GENEID"
"2853","TIGD3","ENSG00000173825"
"2854","FAM124A","ENSG00000150510"
"2855","NECAB1","ENSG00000123119"
"2856","WARS","ENSG00000140105"
"2857","A2ML1","ENSG00000166535"
"2858","KIAA1211","ENSG00000109265"
"2859","ANKRD22","ENSG00000152766"
"2860","CDHR5","ENSG00000099834"
"2861","SMIM18","ENSG00000253457"
"2862","KCND3","ENSG00000171385"
"2863","KPNA3","ENSG00000102753"
"2864","SYNPO2","ENSG00000172403"
"2865","NAPRT","ENSG00000147813"
"2866","SCN2A","ENSG00000136531"
"2867","FGFRL1","ENSG00000127418"
"2868","TNNT3","ENSG00000130595"
"2869","AP1S1","ENSG00000106367"
"2870","ABHD17B","ENSG00000107362"
"2871","RARA","ENSG00000131759"
"2872","GOLGA6L4","ENSG00000184206"
"2873","COL24A1","ENSG00000171502"
"2874","TRIM46","ENSG00000163462"
"2875","IQSEC2","ENSG00000124313"
"2876","DOK5","ENSG00000101134"
"2877","MDK","ENSG00000110492"
"2878","PCP4L1","ENSG00000248485"
"2879","ABCB9","ENSG00000150967"
"2880","MZB1","ENSG00000170476"
"2881","CAMK2D","ENSG00000145349"
"2882","ZNF266","ENSG00000174652"
"2883","STARD8","ENSG00000130052"
"2884","CAMKV","ENSG00000164076"
"2885","PLXNA2","ENSG00000076356"
"2886","C16orf45","ENSG00000166780"
"2887","CCDC3","ENSG00000151468"
"2888","SLC47A1","ENSG00000142494"
"2889","MESP1","ENSG00000166823"
"2890","HKDC1","ENSG00000156510"
"2891","P2RY8","ENSG00000182162"
"2892","FGF20","ENSG00000078579"
"2893","POMK","ENSG00000185900"
"2894","EDN2","ENSG00000127129"
"2895","ID3","ENSG00000117318"
"2896","LRRC3C","ENSG00000204913"
"2897","ADRB2","ENSG00000169252"
"2898","PEBP4","ENSG00000134020"
"2899","MGST1","ENSG00000008394"
"2900","PI15","ENSG00000137558"
"2901","BFSP1","ENSG00000125864"
"2902","ZNF521","ENSG00000198795"
"2903","KLHL3","ENSG00000146021"
"2904","CRISP3","ENSG00000096006"
"2905","ALDH3A1","ENSG00000108602"
"2906","DENND6B","ENSG00000205593"
"2907","CLEC11A","ENSG00000105472"
"2908","ZDHHC11","ENSG00000188818"
"2909","HSPD1","ENSG00000144381"
"2910","PKN3","ENSG00000160447"
"2911","KDELR3","ENSG00000100196"
"2912","SH2D6","ENSG00000152292"
"2913","H1FX","ENSG00000184897"
"2914","C11orf21","ENSG00000110665"
"2915","MYO18B","ENSG00000133454"
"2916","ADAMTSL4","ENSG00000143382"
"2917","TMEM38A","ENSG00000072954"
"2918","FLNC","ENSG00000128591"
"2919","PAPPA2","ENSG00000116183"
"2920","SCNN1A","ENSG00000111319"
"2921","S100A2","ENSG00000196754"
"2922","KCNJ13","ENSG00000115474"
"2923","DLX3","ENSG00000064195"
"2924","PAQR8","ENSG00000170915"
"2925","NNMT","ENSG00000166741"
"2926","COL27A1","ENSG00000196739"
"2927","SLC35D2","ENSG00000130958"
"2928","HIST1H2BK","ENSG00000197903"
"2929","CYP2S1","ENSG00000167600"
"2930","AZU1","ENSG00000172232"
"2931","ANKRD55","ENSG00000164512"
"2932","CLTCL1","ENSG00000070371"
"2933","PPFIBP2","ENSG00000166387"
"2934","JUN","ENSG00000177606"
"2935","NOVA1","ENSG00000139910"
"2936","LCP2","ENSG00000043462"
"2937","LDHAL6B","ENSG00000171989"
"2938","RNF223","ENSG00000237330"
"2939","FUT4","ENSG00000196371"
"2940","SPRY4","ENSG00000187678"
"2941","GP6","ENSG00000088053"
"2942","ATP1B2","ENSG00000129244"
"2943","ANKRD6","ENSG00000135299"
"2944","CISH","ENSG00000114737"
"2945","KCNA6","ENSG00000151079"
"2946","MARCKSL1","ENSG00000175130"
"2947","MMP8","ENSG00000118113"
"2948","RASSF8","ENSG00000123094"
"2949","CKS2","ENSG00000123975"
"2950","SHB","ENSG00000107338"
"2951","EMILIN2","ENSG00000132205"
"2952","RMI2","ENSG00000175643"
"2953","TLR3","ENSG00000164342"
"2954","CD82","ENSG00000085117"
"2955","DRICH1","ENSG00000189269"
"2956","GOLGA8S","ENSG00000261739"
"2957","LTB","ENSG00000227507"
"2958","CARNS1","ENSG00000172508"
"2959","CA5A","ENSG00000174990"
"2960","CENPF","ENSG00000117724"
"2961","MIXL1","ENSG00000185155"
"2962","FUT5","ENSG00000130383"
"2963","IL34","ENSG00000157368"
"2964","C1orf115","ENSG00000162817"
"2965","VASN","ENSG00000168140"
"2966","MTSS1L","ENSG00000132613"
"2967","KCNA3","ENSG00000177272"
"2968","MYCL","ENSG00000116990"
"2969","SMAD9","ENSG00000120693"
"2970","IER5","ENSG00000162783"
"2971","KRBA2","ENSG00000184619"
"2972","CHODL","ENSG00000154645"
"2973","FAM184A","ENSG00000111879"
"2974","LMO7","ENSG00000136153"
"2975","MOSPD2","ENSG00000130150"
"2976","CCNB2","ENSG00000157456"
"2977","PHACTR1","ENSG00000112137"
"2978","SPOCD1","ENSG00000134668"
"2979","KISS1R","ENSG00000116014"
"2980","EAF2","ENSG00000145088"
"2981","SERTAD1","ENSG00000197019"
"2982","EPS8","ENSG00000151491"
"2983","PRPH2","ENSG00000112619"
"2984","SLC4A11","ENSG00000088836"
"2985","TTC23","ENSG00000103852"
"2986","CD22","ENSG00000012124"
"2987","PCDH1","ENSG00000156453"
"2988","OSBP2","ENSG00000184792"
"2989","ANGPTL5","ENSG00000187151"
"2990","NOD2","ENSG00000167207"
"2991","EBPL","ENSG00000123179"
"2992","UPK3A","ENSG00000100373"
"2993","NOS3","ENSG00000164867"
"2994","SYNE2","ENSG00000054654"
"2995","CITED4","ENSG00000179862"
"2996","KIAA0513","ENSG00000135709"
"2997","TLR2","ENSG00000137462"
"2998","RGPD6","ENSG00000183054"
"2999","PPP1R26","ENSG00000196422"
"3000","DNAJA1","ENSG00000086061"
"3001","UNC13A","ENSG00000130477"
"3002","OLFML2A","ENSG00000185585"
"3003","SLC25A20","ENSG00000178537"
"3004","IQSEC1","ENSG00000144711"
"3005","LCNL1","ENSG00000214402"
"3006","C1orf145","ENSG00000162913"
"3007","IGSF11","ENSG00000144847"
"3008","ABHD17C","ENSG00000136379"
"3009","TMEM159","ENSG00000011638"
"3010","TIMD4","ENSG00000145850"
"3011","ISL2","ENSG00000159556"
"3012","WEE1","ENSG00000166483"
"3013","KIAA1161","ENSG00000164976"
"3014","DNAH8","ENSG00000124721"
"3015","BAIAP2","ENSG00000175866"
"3016","GAREM","ENSG00000141441"
"3017","ADAM23","ENSG00000114948"
"3018","ADAMTS14","ENSG00000138316"
"3019","AQP1","ENSG00000240583"
"3020","TRIM56","ENSG00000169871"
"3021","LGALS12","ENSG00000133317"
"3022","RORC","ENSG00000143365"
"3023","SSPN","ENSG00000123096"
"3024","KIAA1324","ENSG00000116299"
"3025","MAGEF1","ENSG00000177383"
"3026","SULF2","ENSG00000196562"
"3027","CCRN4L","ENSG00000151014"
"3028","TCTEX1D4","ENSG00000188396"
"3029","PTPRU","ENSG00000060656"
"3030","KLRG1","ENSG00000139187"
"3031","FBLL1","ENSG00000188573"
"3032","MAGI3","ENSG00000081026"
"3033","OSM","ENSG00000099985"
"3034","WNT10A","ENSG00000135925"
"3035","HSD3B7","ENSG00000099377"
"3036","MAPK11","ENSG00000185386"
"3037","FOLR2","ENSG00000165457"
"3038","C2CD4D","ENSG00000225556"
"3039","PGF","ENSG00000119630"
"3040","ABHD12B","ENSG00000131969"
"3041","CLC","ENSG00000105205"
"3042","SMKR1","ENSG00000240204"
"3043","ABCD2","ENSG00000173208"
"3044","RRBP1","ENSG00000125844"
"3045","SLA2","ENSG00000101082"
"3046","LURAP1","ENSG00000171357"
"3047","ZNF221","ENSG00000159905"
"3048","SV2A","ENSG00000159164"
"3049","LDB2","ENSG00000169744"
"3050","SLC39A8","ENSG00000138821"
"3051","BCL2L10","ENSG00000137875"
"3052","CBLB","ENSG00000114423"
"3053","LRRN1","ENSG00000175928"
"3054","OSMR","ENSG00000145623"
"3055","FAM169A","ENSG00000198780"
"3056","TSPAN32","ENSG00000064201"
"3057","CYP51A1","ENSG00000001630"
"3058","KCND2","ENSG00000184408"
"3059","REL","ENSG00000162924"
"3060","BSPRY","ENSG00000119411"
"3061","ZNF462","ENSG00000148143"
"3062","NUP210L","ENSG00000143552"
"3063","MAFF","ENSG00000185022"
"3064","CLEC5A","ENSG00000258227"
"3065","CCDC180","ENSG00000197816"
"3066","DHCR7","ENSG00000172893"
"3067","LIPN","ENSG00000204020"
"3068","FAM64A","ENSG00000129195"
"3069","ADAD2","ENSG00000140955"
"3070","RLN2","ENSG00000107014"
"3071","SMAD1","ENSG00000170365"
"3072","LRRC31","ENSG00000114248"
"3073","DOK6","ENSG00000206052"
"3074","EDDM3A","ENSG00000181562"
"3075","RASL11B","ENSG00000128045"
"3076","CACNA2D3","ENSG00000157445"
"3077","EBF3","ENSG00000108001"
"3078","ARID5A","ENSG00000196843"
"3079","DOK3","ENSG00000146094"
"3080","SPDYE2","ENSG00000205238"
"3081","GPC1","ENSG00000063660"
"3082","AMPH","ENSG00000078053"
"3083","EFHB","ENSG00000163576"
"3084","BHLHE40","ENSG00000134107"
"3085","PIK3C2B","ENSG00000133056"
"3086","HAS1","ENSG00000105509"
"3087","DSC2","ENSG00000134755"
"3088","PCDHB9","ENSG00000177839"
"3089","ELANE","ENSG00000197561"
"3090","H2BFS","ENSG00000234289"
"3091","NOS2","ENSG00000007171"
"3092","FAM167B","ENSG00000183615"
"3093","PFKFB3","ENSG00000170525"
"3094","TRIM7","ENSG00000146054"
"3095","SMTN","ENSG00000183963"
"3096","AFF1","ENSG00000172493"
"3097","CLEC12B","ENSG00000256660"
"3098","CDKN2A","ENSG00000147889"
"3099","EIF5AL1","ENSG00000253626"
"3100","CCDC167","ENSG00000198937"
"3101","CASC5","ENSG00000137812"
"3102","RAB39A","ENSG00000179331"
"3103","HMOX1","ENSG00000100292"
"3104","RASL11A","ENSG00000122035"
"3105","RGS17","ENSG00000091844"
"3106","OR2B6","ENSG00000124657"
"3107","MME","ENSG00000196549"
"3108","ZNF165","ENSG00000197279"
"3109","SESTD1","ENSG00000187231"
"3110","MYOT","ENSG00000120729"
"3111","SLC30A1","ENSG00000170385"
"3112","SLC14A1","ENSG00000141469"
"3113","VWCE","ENSG00000167992"
"3114","USP6NL","ENSG00000148429"
"3115","WIF1","ENSG00000156076"
"3116","CCR10","ENSG00000184451"
"3117","OR1Q1","ENSG00000165202"
"3118","ALS2CR11","ENSG00000155754"
"3119","LINGO3","ENSG00000220008"
"3120","NOSTRIN","ENSG00000163072"
"3121","ABCA9","ENSG00000154258"
"3122","KCNQ3","ENSG00000184156"
"3123","NLGN2","ENSG00000169992"
"3124","NPIPA3","ENSG00000224712"
"3125","PROCR","ENSG00000101000"
"3126","TPRG1","ENSG00000188001"
"3127","NLRP7","ENSG00000167634"
"3128","TP53I11","ENSG00000175274"
"3129","AVPR1B","ENSG00000198049"
"3130","KREMEN1","ENSG00000183762"
"3131","FNDC5","ENSG00000160097"
"3132","SERPINI1","ENSG00000163536"
"3133","FBLN5","ENSG00000140092"
"3134","CFAP54","ENSG00000188596"
"3135","ESRRB","ENSG00000119715"
"3136","NMS","ENSG00000204640"
"3137","MYO10","ENSG00000145555"
"3138","CD109","ENSG00000156535"
"3139","C12orf42","ENSG00000179088"
"3140","ZNF10","ENSG00000256223"
"3141","SAMD13","ENSG00000203943"
"3142","VMP1","ENSG00000062716"
"3143","PFN2","ENSG00000070087"
"3144","ST6GALNAC1","ENSG00000070526"
"3145","DKKL1","ENSG00000104901"
"3146","SLFN14","ENSG00000236320"
"3147","CPPED1","ENSG00000103381"
"3148","SLC13A4","ENSG00000164707"
"3149","GPR143","ENSG00000101850"
"3150","ADNP2","ENSG00000101544"
"3151","S100A10","ENSG00000197747"
"3152","LRP3","ENSG00000130881"
"3153","SDR42E1","ENSG00000184860"
"3154","MAN1C1","ENSG00000117643"
"3155","SLC43A1","ENSG00000149150"
"3156","JAG1","ENSG00000101384"
"3157","ZNF781","ENSG00000196381"
"3158","DDAH1","ENSG00000153904"
"3159","IER2","ENSG00000160888"
"3160","GAS2L1","ENSG00000185340"
"3161","SPN","ENSG00000197471"
"3162","TMEM184A","ENSG00000164855"
"3163","HOXB7","ENSG00000260027"
"3164","MAPRE3","ENSG00000084764"
"3165","OCLM","ENSG00000262180"
"3166","SPECC1","ENSG00000128487"
"3167","CHIA","ENSG00000134216"
"3168","CYP4F22","ENSG00000171954"
"3169","NPL","ENSG00000135838"
"3170","TBC1D29","ENSG00000266733"
"3171","SSUH2","ENSG00000125046"
"3172","PIFO","ENSG00000173947"
"3173","MST1R","ENSG00000164078"
"3174","TPPP3","ENSG00000159713"
"3175","ITGB8","ENSG00000105855"
"3176","KIT","ENSG00000157404"
"3177","RP11-166B2.1","ENSG00000234719"
"3178","BACE1","ENSG00000186318"
"3179","ZNF71","ENSG00000197951"
"3180","WNT6","ENSG00000115596"
"3181","PLAG1","ENSG00000181690"
"3182","STYK1","ENSG00000060140"
"3183","ELOVL4","ENSG00000118402"
"3184","ZC3H12C","ENSG00000149289"
"3185","COL4A6","ENSG00000197565"
"3186","GYLTL1B","ENSG00000165905"
"3187","RCVRN","ENSG00000109047"
"3188","ACVR1C","ENSG00000123612"
"3189","ZCCHC14","ENSG00000140948"
"3190","RGL1","ENSG00000143344"
"3191","SUOX","ENSG00000139531"
"3192","PAX2","ENSG00000075891"
"3193","SLC22A31","ENSG00000259803"
"3194","KLF1","ENSG00000105610"
"3195","INTU","ENSG00000164066"
"3196","TTC30A","ENSG00000197557"
"3197","FAM89A","ENSG00000182118"
"3198","FILIP1L","ENSG00000168386"
"3199","SNX7","ENSG00000162627"
"3200","C15orf39","ENSG00000167173"
"3201","MMP7","ENSG00000137673"
"3202","AANAT","ENSG00000129673"
"3203","PLGLB1","ENSG00000183281"
"3204","CALY","ENSG00000130643"
"3205","PCDHB13","ENSG00000187372"
"3206","ABCG1","ENSG00000160179"
"3207","NOL4L","ENSG00000197183"
"3208","CP","ENSG00000047457"
"3209","RAP1GAP","ENSG00000076864"
"3210","GPR132","ENSG00000183484"
"3211","CLDN4","ENSG00000189143"
"3212","OSCP1","ENSG00000116885"
"3213","PCDHGB1","ENSG00000254221"
"3214","MICALL2","ENSG00000164877"
"3215","C1orf116","ENSG00000182795"
"3216","C7orf50","ENSG00000146540"
"3217","BRSK2","ENSG00000174672"
"3218","REEP6","ENSG00000115255"
"3219","KBTBD6","ENSG00000165572"
"3220","C9orf66","ENSG00000183784"
"3221","NOSIP","ENSG00000142546"
"3222","LYPD2","ENSG00000197353"
"3223","PRKCG","ENSG00000126583"
"3224","TTC34","ENSG00000215912"
"3225","EPN2","ENSG00000072134"
"3226","OR3A2","ENSG00000221882"
"3227","JMY","ENSG00000152409"
"3228","CLDN5","ENSG00000184113"
"3229","PANK1","ENSG00000152782"
"3230","DUSP22","ENSG00000112679"
"3231","MAGEH1","ENSG00000187601"
"3232","MT2A","ENSG00000125148"
"3233","RPH3A","ENSG00000089169"
"3234","RBM44","ENSG00000177483"
"3235","LRRC18","ENSG00000165383"
"3236","NUTM2A","ENSG00000184923"
"3237","SELM","ENSG00000198832"
"3238","ULBP3","ENSG00000131019"
"3239","FAM131C","ENSG00000185519"
"3240","VWC2L","ENSG00000174453"
"3241","MIDN","ENSG00000167470"
"3242","ADAM12","ENSG00000148848"
"3243","ZCCHC18","ENSG00000166707"
"3244","CCSER1","ENSG00000184305"
"3245","PER1","ENSG00000179094"
"3246","TRIM36","ENSG00000152503"
"3247","KIF18B","ENSG00000186185"
"3248","LST1","ENSG00000204482"
"3249","AFAP1L2","ENSG00000169129"
"3250","NKAIN4","ENSG00000101198"
"3251","ABCB11","ENSG00000073734"
"3252","TTLL1","ENSG00000100271"
"3253","HSP90AA1","ENSG00000080824"
"3254","IRF4","ENSG00000137265"
"3255","RHOBTB3","ENSG00000164292"
"3256","GTDC1","ENSG00000121964"
"3257","TCTN1","ENSG00000204852"
"3258","ITIH1","ENSG00000055957"
"3259","TNFAIP3","ENSG00000118503"
"3260","IMPA2","ENSG00000141401"
"3261","CXCL16","ENSG00000161921"
"3262","PPP1R15A","ENSG00000087074"
"3263","OR1J1","ENSG00000136834"
"3264","CRYAB","ENSG00000109846"
"3265","ZNF665","ENSG00000197497"
"3266","KLRC2","ENSG00000205809"
"3267","FKBP1B","ENSG00000119782"
"3268","NUTM2B","ENSG00000188199"
"3269","ELOVL3","ENSG00000119915"
"3270","SLC25A25","ENSG00000148339"
"3271","CEP112","ENSG00000154240"
"3272","PKD2L1","ENSG00000107593"
"3273","PCDHGC4","ENSG00000242419"
"3274","SEC14L2","ENSG00000100003"
"3275","GPC2","ENSG00000213420"
"3276","MMACHC","ENSG00000132763"
"3277","SYN3","ENSG00000185666"
"3278","KBTBD7","ENSG00000120696"
"3279","MLN","ENSG00000096395"
"3280","XPNPEP2","ENSG00000122121"
"3281","DDR1","ENSG00000204580"
"3282","RAB26","ENSG00000167964"
"3283","KCNG3","ENSG00000171126"
"3284","GPR52","ENSG00000203737"
"3285","THSD7B","ENSG00000144229"
"3286","PAIP2B","ENSG00000124374"
"3287","ALDH2","ENSG00000111275"
"3288","BST1","ENSG00000109743"
"3289","NCKAP5","ENSG00000176771"
"3290","SLC45A1","ENSG00000162426"
"3291","GNA11","ENSG00000088256"
"3292","PANX2","ENSG00000073150"
"3293","PLB1","ENSG00000163803"
"3294","MAB21L1","ENSG00000180660"
"3295","CAMKK1","ENSG00000004660"
"3296","PRAM1","ENSG00000133246"
"3297","KIAA1683","ENSG00000130518"
"3298","MPP2","ENSG00000108852"
"3299","FAT4","ENSG00000196159"
"3300","VASH2","ENSG00000143494"
"3301","CMTM8","ENSG00000170293"
"3302","TMEM151A","ENSG00000179292"
"3303","NAV1","ENSG00000134369"
"3304","LRIT2","ENSG00000204033"
"3305","MYRF","ENSG00000124920"
"3306","KLKB1","ENSG00000164344"
"3307","LRFN4","ENSG00000173621"
"3308","KPNA2","ENSG00000182481"
"3309","AMIGO2","ENSG00000139211"
"3310","EDAR","ENSG00000135960"
"3311","CCL20","ENSG00000115009"
"3312","CCDC136","ENSG00000128596"
"3313","DNMT3L","ENSG00000142182"
"3314","ZBTB34","ENSG00000177125"
"3315","COL20A1","ENSG00000101203"
"3316","TYMP","ENSG00000025708"
"3317","SPATA2L","ENSG00000158792"
"3318","SHF","ENSG00000138606"
"3319","IL4R","ENSG00000077238"
"3320","CLNK","ENSG00000109684"
"3321","ZNF594","ENSG00000180626"
"3322","TMEM144","ENSG00000164124"
"3323","GNG12","ENSG00000172380"
"3324","FN3K","ENSG00000167363"
"3325","RHBDF1","ENSG00000007384"
"3326","CD209","ENSG00000090659"
"3327","PRR25","ENSG00000167945"
"3328","NFIX","ENSG00000008441"
"3329","PDE4A","ENSG00000065989"
"3330","KCTD19","ENSG00000168676"
"3331","PIK3R3","ENSG00000117461"
"3332","TSPAN5","ENSG00000168785"
"3333","TMEM52","ENSG00000178821"
"3334","NOL3","ENSG00000140939"
"3335","ATP10B","ENSG00000118322"
"3336","GJB5","ENSG00000189280"
"3337","TMEM17","ENSG00000186889"
"3338","ST18","ENSG00000147488"
"3339","DNM1","ENSG00000106976"
"3340","ANO8","ENSG00000074855"
"3341","MMP14","ENSG00000157227"
"3342","GPR156","ENSG00000175697"
"3343","SLC28A2","ENSG00000137860"
"3344","PLXNB3","ENSG00000198753"
"3345","MRAP2","ENSG00000135324"
"3346","COL25A1","ENSG00000188517"
"3347","BATF3","ENSG00000123685"
"3348","CD83","ENSG00000112149"
"3349","TRPM8","ENSG00000144481"
"3350","KLHDC8A","ENSG00000162873"
"3351","SLC30A4","ENSG00000104154"
"3352","NT5DC4","ENSG00000144130"
"3353","FBLN1","ENSG00000077942"
"3354","CLEC1A","ENSG00000150048"
"3355","ADAMTS2","ENSG00000087116"
"3356","PEX11G","ENSG00000104883"
"3357","HSPA8","ENSG00000109971"
"3358","OXTR","ENSG00000180914"
"3359","CKAP4","ENSG00000136026"
"3360","PXN","ENSG00000089159"
"3361","DNAI2","ENSG00000171595"
"3362","SELPLG","ENSG00000110876"
"3363","PPM1N","ENSG00000213889"
"3364","SMIM5","ENSG00000204323"
"3365","SBK1","ENSG00000188322"
"3366","FTCDNL1","ENSG00000226124"
"3367","ITGA2B","ENSG00000005961"
"3368","WASF1","ENSG00000112290"
"3369","NKAPL","ENSG00000189134"
"3370","CDC42BPA","ENSG00000143776"
"3371","DLL4","ENSG00000128917"
"3372","UBE2Q2L","ENSG00000259511"
"3373","FAM86B1","ENSG00000186523"
"3374","PCED1B","ENSG00000179715"
"3375","AKIP1","ENSG00000166452"
"3376","FAM171A1","ENSG00000148468"
"3377","IFITM10","ENSG00000244242"
"3378","SERPINB9","ENSG00000170542"
"3379","JAG2","ENSG00000184916"
"3380","COLCA2","ENSG00000214290"
"3381","HSPA1L","ENSG00000204390"
"3382","ANO5","ENSG00000171714"
"3383","CYSTM1","ENSG00000120306"
"3384","OLFM4","ENSG00000102837"
"3385","SEPT12","ENSG00000140623"
"3386","SLC22A18","ENSG00000110628"
"3387","IL6ST","ENSG00000134352"
"3388","BATF","ENSG00000156127"
"3389","TRIM45","ENSG00000134253"
"3390","ZNF827","ENSG00000151612"
"3391","PITX1","ENSG00000069011"
"3392","GPR65","ENSG00000140030"
"3393","RAPGEF3","ENSG00000079337"
"3394","AVP","ENSG00000101200"
"3395","RAB38","ENSG00000123892"
"3396","PEX5L","ENSG00000114757"
"3397","BZRAP1","ENSG00000005379"
"3398","PCDHB14","ENSG00000120327"
"3399","LRP12","ENSG00000147650"
"3400","FOXD4","ENSG00000170122"
"3401","TMEM150B","ENSG00000180061"
"3402","SORBS1","ENSG00000095637"
"3403","FAM102A","ENSG00000167106"
"3404","MYCNOS","ENSG00000233718"
"3405","TMEM44","ENSG00000145014"
"3406","LHX4","ENSG00000121454"
"3407","NAIP","ENSG00000249437"
"3408","OSTN","ENSG00000188729"
"3409","SOSTDC1","ENSG00000171243"
"3410","ADORA3","ENSG00000121933"
"3411","CD79B","ENSG00000007312"
"3412","PLVAP","ENSG00000130300"
"3413","GUCY2C","ENSG00000070019"
"3414","OXT","ENSG00000101405"
"3415","SORBS2","ENSG00000154556"
"3416","ZNF726","ENSG00000213967"
"3417","ACHE","ENSG00000087085"
"3418","XAF1","ENSG00000132530"
"3419","KCNG2","ENSG00000178342"
"3420","LPHN1","ENSG00000072071"
"3421","NHLRC4","ENSG00000257108"
"3422","IL13","ENSG00000169194"
"3423","CCDC110","ENSG00000168491"
"3424","PNCK","ENSG00000130822"
"3425","KLF6","ENSG00000067082"
"3426","ZMYND15","ENSG00000141497"
"3427","CLDN20","ENSG00000171217"
"3428","GP9","ENSG00000169704"
"3429","CTDSPL","ENSG00000144677"
"3430","RNF152","ENSG00000176641"
"3431","HBQ1","ENSG00000086506"
"3432","RDH5","ENSG00000135437"
"3433","IKZF3","ENSG00000161405"
"3434","ENAH","ENSG00000154380"
"3435","CD200","ENSG00000091972"
"3436","CD5L","ENSG00000073754"
"3437","CCDC36","ENSG00000173421"
"3438","JUNB","ENSG00000171223"
"3439","NTNG2","ENSG00000196358"
"3440","RASGRF2","ENSG00000113319"
"3441","C8orf88","ENSG00000253250"
"3442","ZNF681","ENSG00000196172"
"3443","BUB1B","ENSG00000156970"
"3444","BAG3","ENSG00000151929"
"3445","MS4A3","ENSG00000149516"
"3446","HAVCR2","ENSG00000135077"
"3447","KRTAP5-3","ENSG00000196224"
"3448","MARVELD2","ENSG00000152939"
"3449","PERM1","ENSG00000187642"
"3450","ACAP3","ENSG00000131584"
"3451","HSF4","ENSG00000102878"
"3452","REEP2","ENSG00000132563"
"3453","TRIM9","ENSG00000100505"
"3454","CCL22","ENSG00000102962"
"3455","BOLL","ENSG00000152430"
"3456","NEU1","ENSG00000204386"
"3457","GPR141","ENSG00000187037"
"3458","C4orf32","ENSG00000174749"
"3459","FNDC9","ENSG00000172568"
"3460","DLGAP5","ENSG00000126787"
"3461","FYTTD1","ENSG00000122068"
"3462","FKBP9","ENSG00000122642"
"3463","SRRM5","ENSG00000226763"
"3464","TWSG1","ENSG00000128791"
"3465","PIGR","ENSG00000162896"
"3466","PDE9A","ENSG00000160191"
"3467","TET1","ENSG00000138336"
"3468","SLC24A2","ENSG00000155886"
"3469","DDI1","ENSG00000170967"
"3470","CCDC121","ENSG00000176714"
"3471","KCNH4","ENSG00000089558"
"3472","HGFAC","ENSG00000109758"
"3473","IFFO2","ENSG00000169991"
"3474","B4GALNT4","ENSG00000182272"
"3475","SPIRE1","ENSG00000134278"
"3476","KDF1","ENSG00000175707"
"3477","NUDT14","ENSG00000183828"
"3478","SMAD6","ENSG00000137834"
"3479","TGFA","ENSG00000163235"
"3480","ADAMTS6","ENSG00000049192"
"3481","CCDC171","ENSG00000164989"
"3482","ELL3","ENSG00000128886"
"3483","LILRB1","ENSG00000104972"
"3484","SLC1A2","ENSG00000110436"
"3485","CHPT1","ENSG00000111666"
"3486","RASGRP3","ENSG00000152689"
"3487","CTBP2","ENSG00000175029"
"3488","GPR17","ENSG00000144230"
"3489","DDX21","ENSG00000165732"
"3490","WASH1","ENSG00000181404"
"3491","HSF5","ENSG00000176160"
"3492","ADAMTS17","ENSG00000140470"
"3493","BCAS1","ENSG00000064787"
"3494","SLC16A1","ENSG00000155380"
"3495","PLEKHF1","ENSG00000166289"
"3496","PRG4","ENSG00000116690"
"3497","FAM65C","ENSG00000042062"
"3498","TMEM71","ENSG00000165071"
"3499","GABRR2","ENSG00000111886"
"3500","EDARADD","ENSG00000186197"
"3501","NCS1","ENSG00000107130"
"3502","NPIPB8","ENSG00000255524"
"3503","ZFHX3","ENSG00000140836"
"3504","SYN2","ENSG00000157152"
"3505","SSBP4","ENSG00000130511"
"3506","SMTNL1","ENSG00000214872"
"3507","LY6G6C","ENSG00000204421"
"3508","ADAMTS4","ENSG00000158859"
"3509","DUSP5","ENSG00000138166"
"3510","APLP2","ENSG00000084234"
"3511","SCN3A","ENSG00000153253"
"3512","MMRN2","ENSG00000173269"
"3513","SLC12A8","ENSG00000221955"
"3514","GLIPR1L2","ENSG00000180481"
"3515","DDT","ENSG00000099977"
"3516","TMEM123","ENSG00000152558"
"3517","LRRK2","ENSG00000188906"
"3518","DACT1","ENSG00000165617"
"3519","MAB21L3","ENSG00000173212"
"3520","SLC44A1","ENSG00000070214"
"3521","FLT1","ENSG00000102755"
"3522","SLC2A10","ENSG00000197496"
"3523","ITGA3","ENSG00000005884"
"3524","C4B","ENSG00000224389"
"3525","GPR125","ENSG00000152990"
"3526","TTC39C","ENSG00000168234"
"3527","HCAR1","ENSG00000196917"
"3528","ZNF660","ENSG00000144792"
"3529","PAQR4","ENSG00000162073"
"3530","FAM3B","ENSG00000183844"
"3531","SRC","ENSG00000197122"
"3532","GP5","ENSG00000178732"
"3533","FAM149A","ENSG00000109794"
"3534","KIF26B","ENSG00000162849"
"3535","CCDC87","ENSG00000182791"
"3536","SLC24A3","ENSG00000185052"
"3537","FTCD","ENSG00000160282"
"3538","TPX2","ENSG00000088325"
"3539","NFASC","ENSG00000163531"
"3540","GPRIN1","ENSG00000169258"
"3541","MMP15","ENSG00000102996"
"3542","CALML6","ENSG00000169885"
"3543","FFAR3","ENSG00000185897"
"3544","SLC29A1","ENSG00000112759"
"3545","TMEM119","ENSG00000183160"
"3546","PDE4C","ENSG00000105650"
"3547","CCDC74A","ENSG00000163040"
"3548","MTMR6","ENSG00000139505"
"3549","PEX11A","ENSG00000166821"
"3550","ZNF501","ENSG00000186446"
"3551","CDC25A","ENSG00000164045"
"3552","AQP7","ENSG00000165269"
"3553","FAM83H-AS1","ENSG00000203499"
